time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
8.400063961744308e-06,11.867958700051531,None,13.862869000062346,None,space,1.1405894999625161,13.862869000062346,None,,,,,,11,1,1,1,1,2024_Aug_02_1926,EMEM_140222,2021.2.3,59.85966500594181,
,,,,,,,,,None,None,None,None,None,11,1,1,1,1,2024_Aug_02_1926,EMEM_140222,2021.2.3,59.85966500594181,
