time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
7.500057108700275e-06,9.45167149999179,None,11.436007100041024,None,space,0.7908002999611199,11.436007100041024,None,,,,,,11,1,1,1,1,2024_Aug_02_1926,EMEM_140222,2021.2.3,59.86926945746331,
,,,,,,,,,None,None,None,None,None,11,1,1,1,1,2024_Aug_02_1926,EMEM_140222,2021.2.3,59.86926945746331,
