key_disp,resp_disp,key_inp,trialOrderFile,im_name,Path,Path2,im_fName,im_model,im_emotion,im_percentEmo,im_block,im_rand,im_stimNo,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst.started,str_keyInst.stopped,key_startTask.keys,key_startTask.rt,key_startTask.started,key_startTask.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,im_trialFace.started,im_trialFace.stopped,time_trialBegin,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Happy10.png,FacesImagesToUse/,AF01_Neutral_Happy10.png,FacesImagesToUse/AF01_Neutral_Happy10.png,None,happy,None,1,0.5715914280737201,41,v,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.59819590003463,191.09765190002508,171.52320209995378,v,1,1.2718223999836482,190.59819590003463,None,172.8170268999529,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Fear03.png,FacesImagesToUse/,AM13_Neutral_Fear03.png,FacesImagesToUse/AM13_Neutral_Fear03.png,None,fear,None,1,0.572591732649759,42,c,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.93120460002683,193.43076790001942,173.85642579995329,m,0,1.054189899994526,192.93120460002683,None,174.93359049997525,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Sad07.png,FacesImagesToUse/,AF14_Neutral_Sad07.png,FacesImagesToUse/AF14_Neutral_Sad07.png,None,sad,None,1,0.5872842937169283,43,b,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0309152000118,195.5307116000331,175.96573100000387,c,0,2.412885900004767,195.0309152000118,None,178.38344859995414,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Anger09.png,FacesImagesToUse/,AM11_Neutral_Anger09.png,FacesImagesToUse/AM11_Neutral_Anger09.png,None,anger,None,1,0.5948499993184824,44,z,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.49791269999696,198.99762740003644,179.42216570000164,z,1,1.9494746000273153,198.49791269999696,None,181.38299199996982,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Anger11.png,FacesImagesToUse/,AF01_Neutral_Anger11.png,FacesImagesToUse/AF01_Neutral_Anger11.png,None,anger,None,1,0.622274532087714,45,z,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.49776350002503,201.99721649999265,182.42130539997015,z,1,1.3181476999889128,201.49776350002503,None,183.7686605999479,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Surprise08.png,FacesImagesToUse/,AM11_Neutral_Surprise08.png,FacesImagesToUse/AM11_Neutral_Surprise08.png,None,surprise,None,1,0.6327468304328463,46,n,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.88147259998368,204.38143110001693,184.8067347999895,n,1,1.0488712000078522,203.88147259998368,None,185.8667287999997,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Sad04.png,FacesImagesToUse/,AM11_Neutral_Sad04.png,FacesImagesToUse/AM11_Neutral_Sad04.png,None,sad,None,1,0.6340388479144309,47,b,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.98101430002134,206.4806058999966,186.9069950999692,b,1,2.906478499993682,205.98101430002134,None,189.83339529996738,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Happy05.png,FacesImagesToUse/,AF01_Neutral_Happy05.png,FacesImagesToUse/AF01_Neutral_Happy05.png,None,happy,None,1,0.641724175775043,48,v,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.94785280001815,210.447305699985,190.87364760000492,v,1,4.279746299958788,209.94785280001815,None,195.16701799997827,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Surprise04.png,FacesImagesToUse/,AF14_Neutral_Surprise04.png,FacesImagesToUse/AF14_Neutral_Surprise04.png,None,surprise,None,1,0.6527710537965701,49,n,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.28073880000738,215.78086110000731,196.2049401999684,n,1,1.4859305000281893,215.28073880000738,None,197.71771209995495,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Anger10.png,FacesImagesToUse/,AF01_Neutral_Anger10.png,FacesImagesToUse/AF01_Neutral_Anger10.png,None,anger,None,1,0.6598143139884062,50,z,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.83095630002208,218.33048160001636,198.75785159994848,z,1,1.4995099999941885,217.83095630002208,None,200.26693499996327,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Neutral11.png,FacesImagesToUse/,AM11_Neutral_Neutral11.png,FacesImagesToUse/AM11_Neutral_Neutral11.png,None,neutral,None,1,0.680312377318694,51,m,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.36434169998392,220.8637849999941,201.30149260000326,b,0,3.932376299984753,220.36434169998392,None,205.233623099979,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Disgust09.png,FacesImagesToUse/,AF01_Neutral_Disgust09.png,FacesImagesToUse/AF01_Neutral_Disgust09.png,None,disgust,None,1,0.6940709885708781,52,x,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.34780250000767,225.84712450002553,206.2710512999911,x,1,2.557217800000217,225.34780250000767,None,208.85023439995712,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Sad09.png,FacesImagesToUse/,AM13_Neutral_Sad09.png,FacesImagesToUse/AM13_Neutral_Sad09.png,None,sad,None,1,0.7074738042277136,53,b,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.96422830002848,229.46393630001694,209.8897323999554,b,1,4.595699700003024,228.96422830002848,None,214.49983479996445,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Anger07.png,FacesImagesToUse/,AF14_Neutral_Anger07.png,FacesImagesToUse/AF14_Neutral_Anger07.png,None,anger,None,1,0.7274076857721369,54,z,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.61389620002592,235.1137793000089,215.5374156999751,z,1,2.7751698999782093,234.61389620002592,None,218.33303579996573,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Sad06.png,FacesImagesToUse/,AM13_Neutral_Sad06.png,FacesImagesToUse/AM13_Neutral_Sad06.png,None,sad,None,1,0.7498950818424026,55,b,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.44737680000253,238.9467373000225,219.37234379997244,b,1,1.5891567000071518,238.44737680000253,None,220.98309959995095,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Disgust11.png,FacesImagesToUse/,AF14_Neutral_Disgust11.png,FacesImagesToUse/AF14_Neutral_Disgust11.png,None,disgust,None,1,0.7541753060727951,56,x,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.09743570000865,241.59702200000174,222.02276959997835,c,0,2.121914499963168,241.09743570000865,None,224.1663794000051,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Disgust09.png,FacesImagesToUse/,AM13_Neutral_Disgust09.png,FacesImagesToUse/AM13_Neutral_Disgust09.png,None,disgust,None,1,0.7590066441160074,57,x,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.28074479999486,244.78049119998468,225.20376599999145,c,0,2.423908400000073,244.28074479999486,None,227.64965009997832,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Surprise07.png,FacesImagesToUse/,AM11_Neutral_Surprise07.png,FacesImagesToUse/AM11_Neutral_Surprise07.png,None,surprise,None,1,0.7734947412952237,58,n,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.7638718999806,248.26347900001565,228.687729199999,n,1,1.1289171000244096,247.7638718999806,None,229.8333020999562,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Sad02.png,FacesImagesToUse/,AM11_Neutral_Sad02.png,FacesImagesToUse/AM11_Neutral_Sad02.png,None,sad,None,1,0.782917478587174,59,b,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.93081360001815,250.43019660003483,230.8554265999701,m,0,1.2166757000377402,249.93081360001815,None,232.08271139999852,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Disgust07.png,FacesImagesToUse/,AM13_Neutral_Disgust07.png,FacesImagesToUse/AM13_Neutral_Disgust07.png,None,disgust,None,1,0.7867271513619878,60,x,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.19777640001848,252.69692339998437,233.12167389999377,x,1,2.1380230999784544,252.19777640001848,None,235.28211349999765,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Surprise02.png,FacesImagesToUse/,AF14_Neutral_Surprise02.png,FacesImagesToUse/AF14_Neutral_Surprise02.png,None,surprise,None,1,0.8000012528177103,61,n,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.38036850001663,255.88023160002194,236.3079463999602,m,0,1.3872864000150003,255.38036850001663,None,237.71593599999323,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Disgust10.png,FacesImagesToUse/,AM13_Neutral_Disgust10.png,FacesImagesToUse/AM13_Neutral_Disgust10.png,None,disgust,None,1,0.8046693543305443,62,x,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.83052840002347,258.3300714000361,238.7540244999691,x,1,3.0445351999951527,257.83052840002347,None,241.8161715999595,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9029279000242,None,space,3.536133699992206,260.9029279000242,None,241.82748969999375,245.38332859997172,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Fear06.png,FacesImagesToUse/,AF01_Neutral_Fear06.png,FacesImagesToUse/AF01_Neutral_Fear06.png,AF13,fear,None,2,0.001217955,1,c,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4633155000047,None,267.53048170002876,268.029970899981,248.4571874999674,v,0,2.03406089998316,267.53048170002876,None,250.500503999996,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Fear11.png,FacesImagesToUse/,AF14_Neutral_Fear11.png,FacesImagesToUse/AF14_Neutral_Fear11.png,AM05,fear,None,2,0.013899244,2,c,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.61380789999384,271.11323379998794,251.53940639999928,c,1,2.70817930001067,270.61380789999384,None,254.26584769994952,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Happy03.png,FacesImagesToUse/,AM13_Neutral_Happy03.png,FacesImagesToUse/AM13_Neutral_Happy03.png,AF13,happy,None,2,0.014532037,3,v,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.38056150003104,274.8799666999839,255.30406999995466,m,0,3.743508599989582,274.38056150003104,None,259.06666739995126,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Anger03.png,FacesImagesToUse/,AM11_Neutral_Anger03.png,FacesImagesToUse/AM11_Neutral_Anger03.png,AM05,anger,None,2,0.024453956,4,z,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.18043459998444,279.680158400035,260.1053566999617,m,0,1.4211228999774903,279.18043459998444,None,261.54884889995446,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Fear06.png,FacesImagesToUse/,AM13_Neutral_Fear06.png,FacesImagesToUse/AM13_Neutral_Fear06.png,AM11,fear,None,2,0.046445745,5,c,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6633801999851,282.162673200015,262.5865066999686,m,0,1.3840773000265472,281.6633801999851,None,263.98252829996636,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Fear08.png,FacesImagesToUse/,AF14_Neutral_Fear08.png,FacesImagesToUse/AF14_Neutral_Fear08.png,AF01,fear,None,2,0.067061499,6,c,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.09629469999345,284.5965130000259,265.0200435000006,c,1,3.6674205000163056,284.09629469999345,None,268.6999177999678,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Anger10.png,FacesImagesToUse/,AF14_Neutral_Anger10.png,FacesImagesToUse/AF14_Neutral_Anger10.png,AM05,anger,None,2,0.07146342,7,z,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.81360280001536,289.3128200999927,269.73733370000264,z,1,1.2774646999896504,288.81360280001536,None,271.03257819998544,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Fear05.png,FacesImagesToUse/,AF01_Neutral_Fear05.png,FacesImagesToUse/AF01_Neutral_Fear05.png,AF13,fear,None,2,0.07198348,8,c,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.1303576999926,291.6302727999864,272.06895230000373,v,0,2.1668731999816373,291.1303576999926,None,274.23208230000455,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Anger08.png,FacesImagesToUse/,AM11_Neutral_Anger08.png,FacesImagesToUse/AM11_Neutral_Anger08.png,AM05,anger,None,2,0.072365015,9,z,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.3464063000283,294.846247199981,275.27034689998254,z,1,2.23692709999159,294.3464063000283,None,277.5337311999756,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Surprise05.png,FacesImagesToUse/,AM13_Neutral_Surprise05.png,FacesImagesToUse/AM13_Neutral_Surprise05.png,AM05,surprise,None,2,0.075761896,10,n,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.6464603000204,298.1464593000128,278.57009549997747,n,1,2.2082634000107646,297.6464603000204,None,280.79045380000025,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Sad10.png,FacesImagesToUse/,AM11_Neutral_Sad10.png,FacesImagesToUse/AM11_Neutral_Sad10.png,AM05,sad,None,2,0.08240656,11,b,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.89651580003556,301.3960978999967,281.8173428999726,c,0,2.337968899984844,300.89651580003556,None,284.1833362999605,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Anger11.png,FacesImagesToUse/,AF14_Neutral_Anger11.png,FacesImagesToUse/AF14_Neutral_Anger11.png,AF13,anger,None,2,0.088802435,12,z,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.2969298000098,304.79642899998,285.2224225999671,z,1,2.0480793999740854,304.2969298000098,None,287.2820799999754,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Disgust07.png,FacesImagesToUse/,AF01_Neutral_Disgust07.png,FacesImagesToUse/AF01_Neutral_Disgust07.png,AF01,disgust,None,2,0.095898807,13,x,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.39659970003413,307.8963096999796,288.32112089998554,x,1,1.959858999995049,307.39659970003413,None,290.298907599994,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Neutral11.png,FacesImagesToUse/,AM11_Neutral_Neutral11.png,FacesImagesToUse/AM11_Neutral_Neutral11.png,AF13,neutral,None,2,0.096697989,14,m,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.37988409999525,310.8796208000276,291.3153674999485,m,1,1.1324139999924228,310.37988409999525,None,292.44830509996973,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Disgust03.png,FacesImagesToUse/,AF01_Neutral_Disgust03.png,FacesImagesToUse/AF01_Neutral_Disgust03.png,AM11,disgust,None,2,0.102480687,15,x,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.5629469000269,313.0626675999956,293.4855792999733,m,0,1.3984196000383236,312.5629469000269,None,294.89868419995764,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Sad11.png,FacesImagesToUse/,AF01_Neutral_Sad11.png,FacesImagesToUse/AF01_Neutral_Sad11.png,AM05,sad,None,2,0.109968703,16,b,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.9969332999899,315.4959905000287,295.9198080999777,x,0,1.8751602000556886,314.9969332999899,None,297.81666019995464,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Surprise02.png,FacesImagesToUse/,AM11_Neutral_Surprise02.png,FacesImagesToUse/AM11_Neutral_Surprise02.png,AM11,surprise,None,2,0.118486361,17,n,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.92960899998434,318.42999590002,298.8540648999624,m,0,1.4232210000045598,317.92960899998434,None,300.2991576999775,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Disgust04.png,FacesImagesToUse/,AM13_Neutral_Disgust04.png,FacesImagesToUse/AM13_Neutral_Disgust04.png,AF01,disgust,None,2,0.120516797,18,x,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.3968344000168,320.8958903999883,301.3349860999733,m,0,1.0385152999660932,320.3968344000168,None,302.38254479999887,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Disgust05.png,FacesImagesToUse/,AF14_Neutral_Disgust05.png,FacesImagesToUse/AF14_Neutral_Disgust05.png,AM11,disgust,None,2,0.128736277,19,x,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.49666130001424,322.99589750001905,303.41887599998154,m,0,1.1057775999652222,322.49666130001424,None,304.54991359997075,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Sad02.png,FacesImagesToUse/,AM13_Neutral_Sad02.png,FacesImagesToUse/AM13_Neutral_Sad02.png,AF01,sad,None,2,0.145868482,20,b,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6468877000152,325.14585480000824,305.584771099966,m,0,1.21522620000178,324.6468877000152,None,306.79853229998844,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Sad03.png,FacesImagesToUse/,AM11_Neutral_Sad03.png,FacesImagesToUse/AM11_Neutral_Sad03.png,AF01,sad,None,2,0.161842831,21,b,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.91321269999025,327.4123722999939,307.8360637999722,m,0,1.741918399988208,326.91321269999025,None,309.59919469995657,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Disgust10.png,FacesImagesToUse/,AF01_Neutral_Disgust10.png,FacesImagesToUse/AF01_Neutral_Disgust10.png,AF01,disgust,None,2,0.195404018,22,x,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.71285790001275,330.21284210000886,310.6364837999572,x,1,1.6440058999578469,329.71285790001275,None,312.2980961999856,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Sad05.png,FacesImagesToUse/,AM13_Neutral_Sad05.png,FacesImagesToUse/AM13_Neutral_Sad05.png,AF13,sad,None,2,0.206572638,23,b,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.4130100000184,332.91280570003437,313.338336899993,b,1,2.911494700005278,332.4130100000184,None,316.26561089995084,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
