key_disp,resp_disp,key_inp,trialOrderFile,im_name,Path,Path2,im_fName,im_model,im_emotion,im_percentEmo,im_block,im_rand,im_stimNo,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst.started,str_keyInst.stopped,key_startTask.keys,key_startTask.rt,key_startTask.started,key_startTask.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,im_trialFace.started,im_trialFace.stopped,time_trialBegin,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.999952115118504e-06,19.10268409998389,None,21.14039449999109,None,space,3.060744699963834,21.14039449999109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.255449699994642,None,space,25.32603299996117,24.255449699994642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
Z,RAIVA,z,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.62343500001589,None,z,1.9864733000285923,49.62343500001589,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
X,NOJO,x,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.65497839997988,None,x,2.0203063000226393,51.65497839997988,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
C,MEDO,c,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.705906499992125,None,c,1.6152333000209183,53.705906499992125,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
V,FELICIDADE,v,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.35126249998575,None,v,1.8638233999954537,55.35126249998575,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
B,TRISTEZA,b,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.23692100000335,None,b,0.9462981999968179,57.23692100000335,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
N,SURPRESA,n,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2017006999813,None,n,1.2102128000115044,58.2017006999813,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
M,NEUTRO,m,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.59103589999722,None,m,2.133622800000012,59.59103589999722,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74901820003288,None,space,5.7035981000517495,61.74901820003288,None,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Sad08.png,FacesImagesToUse/,AF01_Neutral_Sad08.png,FacesImagesToUse/AF01_Neutral_Sad08.png,None,sad,None,1,0.034394967031606716,1,b,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.50007960002404,None,70.55420589999994,71.06560969998827,51.47027359995991,x,0,2.4837456000386737,70.55420589999994,None,53.98698289995082,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Surprise02.png,FacesImagesToUse/,AM13_Neutral_Surprise02.png,FacesImagesToUse/AM13_Neutral_Surprise02.png,None,surprise,None,1,0.03597077710590446,2,n,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.08282070001587,74.58213410002645,55.018459599989,m,0,1.2491430999943987,74.08282070001587,None,56.26785629999358,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Happy02.png,FacesImagesToUse/,AF14_Neutral_Happy02.png,FacesImagesToUse/AF14_Neutral_Happy02.png,None,happy,None,1,0.06295654553706498,3,v,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3661050000228,76.86535640002694,57.29992259998107,m,0,1.3320755999884568,76.3661050000228,None,58.63508899998851,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Fear05.png,FacesImagesToUse/,AM13_Neutral_Fear05.png,FacesImagesToUse/AM13_Neutral_Fear05.png,None,fear,None,1,0.11125363687728407,4,c,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.73256620002212,79.23200810002163,59.668229200004134,m,0,2.498551699973177,78.73256620002212,None,62.16760939999949,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Surprise10.png,FacesImagesToUse/,AM11_Neutral_Surprise10.png,FacesImagesToUse/AM11_Neutral_Surprise10.png,None,surprise,None,1,0.12766809219078845,5,n,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.26600100001087,82.76542280003196,63.19669219997013,n,1,1.5705234999768436,82.26600100001087,None,64.78485029999865,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Happy06.png,FacesImagesToUse/,AF14_Neutral_Happy06.png,FacesImagesToUse/AF14_Neutral_Happy06.png,None,happy,None,1,0.13567604121254273,6,v,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.89902579999762,85.39877189998515,65.82505679997848,v,1,1.9837480999995023,84.89902579999762,None,67.81868269998813,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Fear04.png,FacesImagesToUse/,AF14_Neutral_Fear04.png,FacesImagesToUse/AF14_Neutral_Fear04.png,None,fear,None,1,0.16590634276977445,7,c,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.93252830003621,88.43200959998649,68.85724509996362,m,0,1.135945799993351,87.93252830003621,None,70.01691569999093,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Disgust05.png,FacesImagesToUse/,AM13_Neutral_Disgust05.png,FacesImagesToUse/AM13_Neutral_Disgust05.png,None,disgust,None,1,0.16629466352018962,8,x,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.11582459998317,90.61532119999174,71.04702729999553,b,0,1.461266099999193,90.11582459998317,None,72.51801089994842,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Anger10.png,FacesImagesToUse/,AM13_Neutral_Anger10.png,FacesImagesToUse/AM13_Neutral_Anger10.png,None,anger,None,1,0.17172516291019202,9,z,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6157992000226,93.1153534000041,73.54342979996,z,1,2.4254521999973804,92.6157992000226,None,75.98497910000151,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Fear05.png,FacesImagesToUse/,AF14_Neutral_Fear05.png,FacesImagesToUse/AF14_Neutral_Fear05.png,None,fear,None,1,0.1781436832811193,10,c,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0989301999798,96.59823790000519,77.02470819995506,c,1,3.222673100011889,96.0989301999798,None,80.26809819997288,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Happy11.png,FacesImagesToUse/,AM13_Neutral_Happy11.png,FacesImagesToUse/AM13_Neutral_Happy11.png,None,happy,None,1,0.18427587503293197,11,v,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38228000001982,100.88203430001158,81.30736459995387,v,1,2.023814100015443,100.38228000001982,None,83.35124210000504,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Anger09.png,FacesImagesToUse/,AF01_Neutral_Anger09.png,FacesImagesToUse/AF01_Neutral_Anger09.png,None,anger,None,1,0.1900885303867451,12,z,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.46566869999515,103.96532170003047,84.38927079999121,z,1,2.355016900051851,103.46566869999515,None,86.76797389995772,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Fear04.png,FacesImagesToUse/,AM11_Neutral_Fear04.png,FacesImagesToUse/AM11_Neutral_Fear04.png,None,fear,None,1,0.20133592811074563,13,c,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8820265000104,107.38141129998257,87.80496979999589,m,0,1.2492063999525271,106.8820265000104,None,89.06757769995602,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Anger02.png,FacesImagesToUse/,AM13_Neutral_Anger02.png,FacesImagesToUse/AM13_Neutral_Anger02.png,None,anger,None,1,0.23525585004912797,14,z,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.18199640000239,109.68174279999221,90.10772489994997,m,0,1.0604044999927282,109.18199640000239,None,91.1855258999858,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Neutral11.png,FacesImagesToUse/,AM13_Neutral_Neutral11.png,FacesImagesToUse/AM13_Neutral_Neutral11.png,None,neutral,None,1,0.2491960571907459,15,m,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.29879470000742,111.79855519998819,92.22516919998452,m,1,1.1723830999690108,111.29879470000742,None,93.41770489996998,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Disgust03.png,FacesImagesToUse/,AF14_Neutral_Disgust03.png,FacesImagesToUse/AF14_Neutral_Disgust03.png,None,disgust,None,1,0.25877486024615304,16,x,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.53208849998191,114.03159480000613,94.45720179995988,m,0,1.08075139997527,113.53208849998191,None,95.72192579996772,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Disgust05.png,FacesImagesToUse/,AM11_Neutral_Disgust05.png,FacesImagesToUse/AM11_Neutral_Disgust05.png,None,disgust,None,1,0.27757610970588353,17,x,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.83258709998336,116.33168509998359,96.74927819997538,b,0,2.0757472999976017,115.83258709998336,None,98.85099159996025,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Happy03.png,FacesImagesToUse/,AF14_Neutral_Happy03.png,FacesImagesToUse/AF14_Neutral_Happy03.png,None,happy,None,1,0.3136597447947034,18,v,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.96549480000976,119.464696799987,99.89044249994913,v,1,2.1336637000204064,118.96549480000976,None,102.03566269995645,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Surprise05.png,FacesImagesToUse/,AM11_Neutral_Surprise05.png,FacesImagesToUse/AM11_Neutral_Surprise05.png,None,surprise,None,1,0.3195750623782285,19,n,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.14877750002779,122.64839500002563,103.07467689999612,n,1,1.3363292000140063,122.14877750002779,None,104.43423669994809,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Sad08.png,FacesImagesToUse/,AF14_Neutral_Sad08.png,FacesImagesToUse/AF14_Neutral_Sad08.png,None,sad,None,1,0.3457193143695332,20,b,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5484822000144,125.04820469999686,105.47389739996288,b,1,2.1642618000041693,124.5484822000144,None,107.65004409995163,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Fear07.png,FacesImagesToUse/,AF01_Neutral_Fear07.png,FacesImagesToUse/AF01_Neutral_Fear07.png,None,fear,None,1,0.34699523346510586,21,c,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.7653866999899,128.26492819999112,108.69012199999997,n,0,3.288542399997823,127.7653866999899,None,112.00038039998617,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Happy05.png,FacesImagesToUse/,AM11_Neutral_Happy05.png,FacesImagesToUse/AM11_Neutral_Happy05.png,None,happy,None,1,0.3544873139407133,22,v,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.11516960000154,132.6148009999888,113.03878179995809,v,1,2.0102575999917462,132.11516960000154,None,115.06762089999393,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Anger07.png,FacesImagesToUse/,AM11_Neutral_Anger07.png,FacesImagesToUse/AM11_Neutral_Anger07.png,None,anger,None,1,0.35742765694813483,23,z,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.16496590001043,135.66483379999408,116.10411029995885,z,1,2.315138100006152,135.16496590001043,None,118.41707389999647,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Disgust08.png,FacesImagesToUse/,AF01_Neutral_Disgust08.png,FacesImagesToUse/AF01_Neutral_Disgust08.png,None,disgust,None,1,0.3715180891532228,24,x,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.53204840002581,139.0313768000342,119.45707479998237,x,1,1.862494200002402,138.53204840002581,None,121.33375639998121,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Disgust10.png,FacesImagesToUse/,AF14_Neutral_Disgust10.png,FacesImagesToUse/AF14_Neutral_Disgust10.png,None,disgust,None,1,0.37541264492838844,25,x,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.43181520001963,141.9312357000308,122.36956599995028,z,0,3.187860500009265,141.43181520001963,None,125.56848610000452,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Sad06.png,FacesImagesToUse/,AF01_Neutral_Sad06.png,FacesImagesToUse/AF01_Neutral_Sad06.png,None,sad,None,1,0.40568509331530767,26,b,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.66537750000134,146.1648454000242,126.59267079998972,m,0,2.29328159999568,145.66537750000134,None,128.90097649995005,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Surprise11.png,FacesImagesToUse/,AF01_Neutral_Surprise11.png,FacesImagesToUse/AF01_Neutral_Surprise11.png,None,surprise,None,1,0.4066161703843342,27,n,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.01451649999944,149.51452319999225,129.94236159999855,n,1,1.3669175999821164,149.01451649999944,None,131.31788119999692,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Surprise07.png,FacesImagesToUse/,AF14_Neutral_Surprise07.png,FacesImagesToUse/AF14_Neutral_Surprise07.png,None,surprise,None,1,0.41662774625906973,28,n,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.43161050003255,151.93144930002745,132.35746149998158,n,1,1.1411959999823011,151.43161050003255,None,133.5173801999772,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Sad09.png,FacesImagesToUse/,AF14_Neutral_Sad09.png,FacesImagesToUse/AF14_Neutral_Sad09.png,None,sad,None,1,0.4382868006700954,29,b,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.6316609000205,154.13106849999167,134.55515259999083,b,1,1.7859484999789856,153.6316609000205,None,136.36770459997933,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Sad05.png,FacesImagesToUse/,AF01_Neutral_Sad05.png,FacesImagesToUse/AF01_Neutral_Sad05.png,None,sad,None,1,0.44014225708644417,30,b,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.48160850000568,156.98144790000515,137.40716519998387,m,0,1.6336157000041567,156.48160850000568,None,139.0510026999982,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Anger08.png,FacesImagesToUse/,AF01_Neutral_Anger08.png,FacesImagesToUse/AF01_Neutral_Anger08.png,None,anger,None,1,0.4427855455458015,31,z,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.16522690001875,159.6645439999993,140.08981909998693,z,1,3.040542999980971,159.16522690001875,None,143.1511874999851,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Anger11.png,FacesImagesToUse/,AM11_Neutral_Anger11.png,FacesImagesToUse/AM11_Neutral_Anger11.png,None,anger,None,1,0.44659522934734297,32,z,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26503790001152,163.76447180000832,144.19014809996588,z,1,1.2689969000057317,163.26503790001152,None,145.48372159997234,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF14_Neutral_Happy11.png,FacesImagesToUse/,AF14_Neutral_Happy11.png,FacesImagesToUse/AF14_Neutral_Happy11.png,None,happy,None,1,0.4488095356379789,33,v,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.59845280001173,166.0976873000036,146.52181419997942,v,1,1.6089336999575607,165.59845280001173,None,148.15023259998998,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Happy04.png,FacesImagesToUse/,AM11_Neutral_Happy04.png,FacesImagesToUse/AM11_Neutral_Happy04.png,None,happy,None,1,0.4568846799468612,34,v,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.26468309998745,168.7645463999943,149.18889279995346,v,1,1.7728031000006013,168.26468309998745,None,150.98386809998192,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Fear08.png,FacesImagesToUse/,AM13_Neutral_Fear08.png,FacesImagesToUse/AM13_Neutral_Fear08.png,None,fear,None,1,0.49326142870711154,35,c,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.09824730001856,171.59763560001738,152.02357939997455,c,1,1.9603974999627098,171.09824730001856,None,154.00108189997263,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Happy08.png,FacesImagesToUse/,AF01_Neutral_Happy08.png,FacesImagesToUse/AF01_Neutral_Happy08.png,None,happy,None,1,0.5096252673111986,36,v,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.11489090003306,174.61411309998948,155.04040050000185,v,1,2.008082000014838,174.11489090003306,None,157.06719239999074,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Fear09.png,FacesImagesToUse/,AM11_Neutral_Fear09.png,FacesImagesToUse/AM11_Neutral_Fear09.png,None,fear,None,1,0.5164247456029705,37,c,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.18149580003228,177.68089670001063,158.10711349995108,c,1,1.7064436000073329,177.18149580003228,None,159.83405799994944,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AF01_Neutral_Surprise05.png,FacesImagesToUse/,AF01_Neutral_Surprise05.png,FacesImagesToUse/AF01_Neutral_Surprise05.png,None,surprise,None,1,0.5248198038930326,38,n,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.94805559999077,180.4477246000315,160.87326579994988,n,1,5.284601699968334,179.94805559999077,None,166.16667189996224,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM13_Neutral_Fear04.png,FacesImagesToUse/,AM13_Neutral_Fear04.png,FacesImagesToUse/AM13_Neutral_Fear04.png,None,fear,None,1,0.5297176458237836,39,c,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2815702999942,186.78087550000055,167.20413159998134,m,0,1.126157000020612,186.2815702999942,None,168.5101867999765,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,AM11_Neutral_Fear02.png,FacesImagesToUse/,AM11_Neutral_Fear02.png,FacesImagesToUse/AM11_Neutral_Fear02.png,None,fear,None,1,0.5519752525045152,40,c,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.61472220002906,189.11443529999815,169.53695939999307,m,0,0.9294113999931142,188.61472220002906,None,170.48341109999456,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
