key_disp,resp_disp,key_inp,trialOrderFile,im_stimNo,im_face_name_top,im_face_name_bottom,im_face_path,im_face_mask_path,im_dot_path,im_emo_top,im_emo_bottom,im_dot_direc,im_dot_loc,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst_pract.started,str_keyInst_pract.stopped,key_startTask_pract.keys,key_startTask_pract.rt,key_startTask_pract.started,key_startTask_pract.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,time_trialBegin,txt_fix.started,txt_fix.stopped,im_trialFace.started,im_trialFace.stopped,im_trialFace_mask.started,im_trialFace_mask.stopped,Im_dot.started,Im_dot.stopped,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,1,neutHU,neutHU,ImagesToUse/NN6.bmp,ImagesToUse/NN6.bmp,ImagesToUse/UPB.bmp,neutral,neutral,vert,bottom,k,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.38628369999788,None,70.20672969999578,87.4135518999974,88.42016809999768,88.40341900000203,88.42016809999768,88.42016809999768,88.50340549999964,88.50340549999964,None,a,0,0.9332643000016105,88.50340549999964,None,71.2531730999981,83.96124659999623,None,space,1.4082992000039667,83.96124659999623,None,65.76502139999502,67.18521930000134,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,2,neutDT,fearDT,ImagesToUse/NF8.bmp,ImagesToUse/NF8.bmp,ImagesToUse/UPT.bmp,neutral,fear,vert,top,k,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25390689999767,89.47590579999815,90.48681829999987,90.45347320000292,90.4700223999971,90.4700223999971,90.5537267999971,90.5537267999971,None,k,1,1.5298821000033058,90.5537267999971,None,73.90026499999658,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,3,fearSG,neutSG,ImagesToUse/FN1.bmp,ImagesToUse/FN1.bmp,ImagesToUse/DOWNT.bmp,fear,neutral,horz,top,a,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9008876999942,92.11497360000067,93.12006470000051,93.10342639999726,93.12006470000051,93.12006470000051,93.20378840000194,93.20378840000194,None,a,1,1.2194770999994944,93.20378840000194,None,76.25325509999675,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,4,fearJL,neutJL,ImagesToUse/FN2.bmp,ImagesToUse/FN2.bmp,ImagesToUse/DOWNB.bmp,fear,neutral,horz,bottom,a,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.25443149999774,94.46715250000125,95.46981660000165,95.46981660000165,95.48688219999894,95.48688219999894,95.57003709999844,95.57003709999844,None,a,1,1.1768325000011828,95.57003709999844,None,78.5702089999977,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,5,fearKB,neutKB,ImagesToUse/FN3.bmp,ImagesToUse/FN3.bmp,ImagesToUse/UPB.bmp,fear,neutral,vert,bottom,k,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.57112000000052,96.78501179999876,97.7867527999988,97.7867527999988,97.80324200000177,97.80324200000177,97.88640509999823,97.88640509999823,None,k,1,1.1214983000027132,97.88640509999823,None,80.83437549999508,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,6,neutRH,neutRH,ImagesToUse/NN2.bmp,ImagesToUse/NN2.bmp,ImagesToUse/DOWNB.bmp,neutral,neutral,horz,bottom,a,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.83524049999687,99.04802460000064,100.05356420000317,100.03647600000113,100.05356420000317,100.05356420000317,100.136737300003,100.136737300003,None,k,0,1.4614154000009876,100.136737300003,None,83.4177309000006,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,7,neutEG,neutEG,ImagesToUse/NN4.bmp,ImagesToUse/NN4.bmp,ImagesToUse/UPT.bmp,neutral,neutral,vert,top,k,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.41840299999603,101.63191509999888,102.63656020000053,102.61997900000279,102.63656020000053,102.63656020000053,102.72009589999652,102.72009589999652,None,k,1,1.4228974000070593,102.72009589999652,None,85.96832979999454,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,8,hapDL,neutDL,ImagesToUse/HN5.bmp,ImagesToUse/HN5.bmp,ImagesToUse/DOWNB.bmp,happy,neutral,horz,bottom,a,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.96918249999726,104.18502369999624,105.18654699999752,105.18654699999752,105.20340009999927,105.20340009999927,105.28666839999642,105.28666839999642,None,a,1,1.142896599994856,105.28666839999642,None,88.25176600000123,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,9,neutDM,neutDM,ImagesToUse/NN5.bmp,ImagesToUse/NN5.bmp,ImagesToUse/UPT.bmp,neutral,neutral,vert,top,k,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25264739999693,106.46622129999741,107.46984789999988,107.45314030000009,107.46984789999988,107.46984789999988,107.55314050000015,107.55314050000015,None,k,1,1.582443899998907,107.55314050000015,None,90.95098159999907,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,10,hapTA,neutTA,ImagesToUse/HN4.bmp,ImagesToUse/HN4.bmp,ImagesToUse/DOWNT.bmp,happy,neutral,horz,top,a,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.95176720000018,109.16842689999612,110.16973690000304,110.16973690000304,110.186549500002,110.186549500002,110.26988960000017,110.26988960000017,None,a,1,1.3227097999988473,110.26988960000017,None,93.41813579999871,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,11,neutHF,hapHF,ImagesToUse/NH6.bmp,ImagesToUse/NH6.bmp,ImagesToUse/UPB.bmp,neutral,happy,vert,bottom,k,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.41888140000083,111.63158680000197,112.63627039999847,112.61962369999674,112.63627039999847,112.63627039999847,112.71971699999995,112.71971699999995,None,k,1,1.3975285999986227,112.71971699999995,None,95.93496229999437,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,12,neutAM,fearAM,ImagesToUse/NF7.bmp,ImagesToUse/NF7.bmp,ImagesToUse/DOWNT.bmp,neutral,fear,horz,top,a,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.93587869999465,114.15272730000288,115.15315540000302,115.15315540000302,115.16972230000101,115.16972230000101,115.25335900000209,115.25335900000209,None,a,1,1.3638772000049357,115.25335900000209,None,98.43452959999559,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,1,neutHU,neutHU,ImagesToUse/NN6.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/UPB.bmp,neutral,neutral,vert,bottom,k,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.30254989999958,None,103.12150039999688,120.3246347000022,121.33627349999733,121.30316529999982,121.31971679999697,121.31971679999697,121.40310519999912,121.40310519999912,None,k,1,1.4224193999980344,121.40310519999912,None,104.65263889999915,116.64595510000072,None,space,1.6343620999978157,116.64595510000072,None,98.44932759999938,100.1013254999998,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,2,neutDT,fearDT,ImagesToUse/NF8.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/UPT.bmp,neutral,fear,vert,top,k,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6534307999973,122.86170459999994,123.86968820000038,123.85317270000087,123.86968820000038,123.86968820000038,123.95306130000245,123.95306130000245,None,k,1,0.7409054999952787,123.95306130000245,None,106.51823560000048,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,3,fearSG,neutSG,ImagesToUse/FN1.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNT.bmp,fear,neutral,horz,top,a,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.51903889999812,124.72762749999674,125.73599300000205,125.71949380000297,125.73599300000205,125.73599300000205,125.81951480000134,125.81951480000134,None,a,1,0.8090871000022162,125.81951480000134,None,108.45165429999906,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,4,fearJL,neutJL,ImagesToUse/FN2.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNB.bmp,fear,neutral,horz,bottom,a,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.45257259999926,126.66021909999836,127.66957769999863,127.65310409999802,127.66957769999863,127.66957769999863,127.75301899999613,127.75301899999613,None,a,1,0.6923192000031122,127.75301899999613,None,110.26799000000028,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,5,fearKB,neutKB,ImagesToUse/FN3.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/UPB.bmp,fear,neutral,vert,bottom,k,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.26887229999556,128.47534409999935,129.486490700001,129.4697554000013,129.486490700001,129.4697554000013,129.5529663999987,129.5529663999987,None,a,0,1.5458880000005593,129.5529663999987,None,112.91792429999623,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,6,neutRH,neutRH,ImagesToUse/NN2.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNB.bmp,neutral,neutral,horz,bottom,a,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.91902009999467,131.12608290000207,132.1364986999979,132.1197400000019,132.1364986999979,132.1364986999979,132.2197129999986,132.2197129999986,None,a,1,1.1867554999989807,132.2197129999986,None,115.23448249999637,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,7,neutEG,neutEG,ImagesToUse/NN4.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/UPT.bmp,neutral,neutral,vert,top,k,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.23524959999486,133.44185319999815,134.4527431000024,134.41948569999659,134.43665989999863,134.43665989999863,134.5195989999993,134.5195989999993,None,k,1,1.1391336000015144,134.5195989999993,None,117.4853335000007,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,8,hapDL,neutDL,ImagesToUse/HN5.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNB.bmp,happy,neutral,horz,bottom,a,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.48632219999854,135.69521330000134,136.70323149999604,136.6863830000002,136.70323149999604,136.70323149999604,136.78639110000222,136.78639110000222,None,a,1,1.1469576000017696,136.78639110000222,None,119.75051040000108,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,9,neutDM,neutDM,ImagesToUse/NN5.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/UPT.bmp,neutral,neutral,vert,top,k,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.75133389999974,137.95892430000094,138.96947809999983,138.95302249999804,138.96947809999983,138.96947809999983,139.05284940000274,139.05284940000274,None,k,1,1.3274964000011096,139.05284940000274,None,122.20107819999976,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,10,hapTA,neutTA,ImagesToUse/HN4.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNT.bmp,happy,neutral,horz,top,a,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.20186609999655,140.41058519999933,141.41947159999836,141.40296800000215,141.41947159999836,141.41947159999836,141.5028760999994,141.5028760999994,None,a,1,0.7651449999975739,141.5028760999994,None,124.08411049999995,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,11,neutHF,hapHF,ImagesToUse/NH6.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/UPB.bmp,neutral,happy,vert,bottom,k,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.08513120000134,142.29170039999735,143.30268600000272,143.2864810999963,143.30268600000272,143.2864810999963,143.36950159999833,143.36950159999833,None,k,1,1.6310458000007202,143.36950159999833,None,126.8170100999996,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-1_masked.xlsx,12,neutAM,fearAM,ImagesToUse/NF7.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNT.bmp,neutral,fear,horz,top,a,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.81770179999876,145.02437839999766,146.03635629999917,146.01939459999994,146.03635629999917,146.03635629999917,146.11953150000045,146.11953150000045,None,a,1,1.2283933999933652,146.11953150000045,None,129.16734259999794,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,1,neutJL,hapJL,ImagesToUse/NH7.bmp,ImagesToUse/NH7.bmp,ImagesToUse/DOWNB.bmp,neutral,happy,horz,bottom,a,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.40231530000165,None,135.2240915000002,152.43203630000062,153.43603939999593,153.4192905000018,153.43603939999593,153.43603939999593,153.51932130000205,153.51932130000205,None,a,1,1.0879944000043906,153.51932130000205,None,136.43454719999863,147.36894010000105,None,space,3.002479399998265,147.36894010000105,None,129.16772489999857,132.19978999999876,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,2,neutJL,neutJL,ImagesToUse/NN7.bmp,ImagesToUse/NN7.bmp,ImagesToUse/DOWNT.bmp,neutral,neutral,horz,top,a,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.4354602999956,154.6473881999991,155.65294469999935,155.63609239999641,155.65294469999935,155.65294469999935,155.73605520000274,155.73605520000274,None,a,1,1.4062369000021135,155.73605520000274,None,138.96687440000096,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,3,hapDG,neutDG,ImagesToUse/HN1.bmp,ImagesToUse/HN1.bmp,ImagesToUse/UPB.bmp,happy,neutral,vert,bottom,k,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.96768280000106,157.18064250000316,158.18647220000275,158.16923959999986,158.18647220000275,158.18647220000275,158.2860320999971,158.26939349999884,None,k,1,1.4432967000029748,158.26939349999884,None,141.5348417999994,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,4,fearHU,neutHU,ImagesToUse/FN6.bmp,ImagesToUse/FN6.bmp,ImagesToUse/DOWNB.bmp,fear,neutral,horz,bottom,a,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.53580939999665,159.74955639999826,160.75275189999957,160.75275189999957,160.76924880000297,160.75275189999957,160.83593870000186,160.85252039999614,None,a,1,1.2594144999966375,160.85252039999614,None,143.93415339999774,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,5,neutSB,fearSB,ImagesToUse/NF4.bmp,ImagesToUse/NF4.bmp,ImagesToUse/UPB.bmp,neutral,fear,vert,bottom,k,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.93504449999455,162.15004439999757,163.15289569999732,163.15289569999732,163.1691970000029,163.15289569999732,163.23630659999617,163.23630659999617,None,a,0,1.0242510000025504,163.23630659999617,None,146.08575639999617,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,6,neutGM,neutGM,ImagesToUse/NN3.bmp,ImagesToUse/NN3.bmp,ImagesToUse/DOWNB.bmp,neutral,neutral,horz,bottom,a,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.08651009999448,164.30140650000249,165.30278289999842,165.30278289999842,165.319259099997,165.319259099997,165.40253839999787,165.40253839999787,None,a,1,0.8669900000022608,165.40253839999787,None,148.08511039999576,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,7,neutJL,neutJL,ImagesToUse/NN7.bmp,ImagesToUse/NN7.bmp,ImagesToUse/UPB.bmp,neutral,neutral,vert,bottom,k,,,,,0,3,3,3,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.08600009999645,166.29252579999593,167.3026019999961,167.28596619999735,167.3026019999961,167.3026019999961,167.38617050000175,167.38617050000175,None,k,1,0.8779737000004388,167.38617050000175,None,150.0838631000006,,,,,,,,,1,1,1,1,1,2024_Aug_03_1038,FDOT_140222,2021.2.3,60.05861721013985,
