time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
1.8600025214254856e-05,11.053558700019494,None,13.039420300046913,None,space,0.6387228000676259,13.039420300046913,None,,,,,,11,11,mar,1,1,2024_Aug_02_1537,FDOT_140222,2021.2.3,60.116276892352566,
,,,,,,,,,None,None,None,None,None,11,11,mar,1,1,2024_Aug_02_1537,FDOT_140222,2021.2.3,60.116276892352566,
