time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
7.400056347250938e-06,11.329365100013092,None,13.319406899972819,None,space,2.327991500031203,13.319406899972819,None,,,,,,11,99,marlene,1,1,2024_Aug_02_1527,FDOT_140222,2021.2.3,59.79180492307211,
,,,,,,,,,None,None,None,None,None,11,99,marlene,1,1,2024_Aug_02_1527,FDOT_140222,2021.2.3,59.79180492307211,
