time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
6.8999361246824265e-06,12.180274900048971,None,14.164175600046292,None,space,1.1636951999971643,14.164175600046292,None,,,,,,11,22,mar,1,1,2024_Aug_02_1536,FDOT_140222,2021.2.3,60.0730849121345,
,,,,,,,,,None,None,None,None,None,11,22,mar,1,1,2024_Aug_02_1536,FDOT_140222,2021.2.3,60.0730849121345,
