key_disp,resp_disp,key_inp,trialOrderFile,im_stimNo,im_face_name_top,im_face_name_bottom,im_face_path,im_face_mask_path,im_dot_path,im_emo_top,im_emo_bottom,im_dot_direc,im_dot_loc,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst_pract.started,str_keyInst_pract.stopped,key_startTask_pract.keys,key_startTask_pract.rt,key_startTask_pract.started,key_startTask_pract.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,time_trialBegin,txt_fix.started,txt_fix.stopped,im_trialFace.started,im_trialFace.stopped,im_trialFace_mask.started,im_trialFace_mask.stopped,Im_dot.started,Im_dot.stopped,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00006091594696e-06,8.339031400042586,None,10.334044400020503,None,space,0.5158029000740498,10.334044400020503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.905027800006792,None,space,5.040668300003745,10.905027800006792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
A,..,a,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.971769199939445,None,a,1.0884310000110418,15.971769199939445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
K,:,k,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0869617999997,None,k,0.922831500065513,17.0869617999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03706600004807,None,space,3.019332099938765,18.03706600004807,None,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,stimControl/trialOrder_ver-1_block-pract.xlsx,1,hapHF,neutHF,ImagesToUse/HN6.bmp,ImagesToUse/HN6.bmp,ImagesToUse/UPB.bmp,happy,neutral,vert,bottom,k,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.088692000019364,None,15.792545000091195,23.111054199980572,24.120454199961387,24.107697100029327,24.120454199961387,24.120454199961387,24.204270099988207,24.204270099988207,None,a,0,1.0817623999901116,24.204270099988207,None,16.987169000087306,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,stimControl/trialOrder_ver-1_block-pract.xlsx,2,neutLK,hapLK,ImagesToUse/NH8.bmp,ImagesToUse/NH8.bmp,ImagesToUse/DOWNT.bmp,neutral,happy,horz,top,a,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.987814799998887,25.306428299983963,26.32102280005347,26.304356000036933,26.32102280005347,26.32102280005347,26.404214199981652,26.404214199981652,None,k,0,0.894964599981904,26.404214199981652,None,19.00338070001453,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,stimControl/trialOrder_ver-1_block-pract.xlsx,3,fearAM,neutAM,ImagesToUse/FN7.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNT.bmp,fear,neutral,horz,top,a,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00417140009813,27.321850599953905,28.33696260000579,28.32028830004856,28.33696260000579,28.33696260000579,28.420370899955742,28.420370899955742,None,k,0,0.4086102000437677,28.420370899955742,None,20.536729700048454,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
,,,stimControl/trialOrder_ver-1_block-pract.xlsx,4,neutLK,neutLK,ImagesToUse/NN8.bmp,ImagesToUse/jumbledmask1.bmp,ImagesToUse/DOWNB.bmp,neutral,neutral,horz,bottom,a,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.537431700038724,28.85882159997709,29.870411099982448,29.854015300050378,29.870411099982448,29.870411099982448,29.95420399995055,29.95420399995055,None,a,1,0.35935419995803386,29.95420399995055,None,22.01959879999049,,,,,,,,,11,11,1,1,1,2024_Aug_02_1546,FDOT_140222,2021.2.3,60.066698051930196,
