time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,Study Code,Participant ID,Researcher Name,Research Visit Number,Task Version Number,date,expName,psychopyVersion,frameRate,
7.3999399319291115e-06,12.989310499979183,None,14.973962299991399,None,space,0.793239300022833,14.973962299991399,None,,,,,,11,00,marl,1,1,2024_Aug_02_1533,FDOT_140222,2021.2.3,60.11259088629331,
,,,,,,,,,None,None,None,None,None,11,00,marl,1,1,2024_Aug_02_1533,FDOT_140222,2021.2.3,60.11259088629331,
