key_disp,resp_disp,key_inp,trialOrderFile,str_name,str_valence,str_block,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst.started,str_keyInst.stopped,key_startTask.keys,key_startTask.rt,key_startTask.started,key_startTask.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,str_fixationcross.started,str_fixationcross.stopped,im_trialWords.started,im_trialWords.stopped,time_trialBegin,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Anti-social,negative,1,o,,,,,0,0,0,0,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.63532879995182,58.135116299963556,58.11804079997819,58.61822489998303,49.2534558000043,None,0,,58.11804079997819,57.63532879995182,53.236765699926764,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Desonesto,negative,1,o,,,,,0,0,0,0,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.617910900036804,62.117993899970315,62.10137129994109,62.60172269993927,53.23740799992811,None,0,,62.10137129994109,61.617910900036804,57.220175199909136,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Pessimista,negative,1,o,,,,,0,0,0,0,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6013682000339,66.1014153000433,66.08484200004023,66.58511290000752,57.22067149996292,None,0,,66.08484200004023,65.6013682000339,61.20261249993928,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Agradável,positive,1,q,,,,,0,0,0,0,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.58514490001835,70.084733900032,70.06795960001182,70.56842439994216,61.20333499996923,None,0,,70.06795960001182,69.58514490001835,65.18604199995752,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Mente fechada,negative,1,o,,,,,0,0,0,0,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.56787859997712,74.06778489996213,74.05110269994475,74.55165589996614,65.18664369999897,None,0,,74.05110269994475,73.56787859997712,69.17008549999446,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Amável,positive,1,q,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.55112499999814,78.05158570001367,78.03497519996017,78.5349577999441,69.17068849992938,None,0,,78.03497519996017,77.55112499999814,73.15213239996228,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Insatisfeito,negative,1,o,,,,,0,0,0,0,0,10,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.53511399996933,82.03481770004146,82.01763829996344,82.51795290003065,73.15262690000236,None,0,,82.01763829996344,81.53511399996933,77.13568039995153,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Decisivo,positive,1,q,,,,,0,0,0,0,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.51769350003451,86.0178023999324,86.00112130003981,86.50133310002275,77.13613060000353,None,0,,86.00112130003981,85.51769350003451,81.12012289999984,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Rude,negative,1,o,,,,,0,0,0,0,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.50112599995919,90.00110390002374,89.98438219993841,90.48466700001154,81.12078409991227,None,0,,89.98438219993841,89.50112599995919,85.10317010001745,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Agradecido,positive,1,q,,,,,0,0,0,0,0,13,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.48410679993685,93.9846031999914,93.96784709999338,94.46814000001177,85.10390420001931,None,0,,93.96784709999338,93.48410679993685,89.08699779992457,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Lúcido,positive,1,q,,,,,0,0,0,0,0,14,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.46791210002266,97.96785070002079,97.95099990000017,98.45073609997053,89.08782499993686,None,0,,97.95099990000017,97.46791210002266,93.0700159999542,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Indelicado,negative,1,o,,,,,0,0,0,0,0,15,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4510913999984,101.95110489998478,101.9344050999498,102.43467610003427,93.07060430001002,None,0,,101.9344050999498,101.4510913999984,97.05306870001368,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Engenhoso,positive,1,q,,,,,0,0,0,0,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.43452230002731,105.93442489998415,105.91753259999678,106.41795769997407,97.05371859995648,None,0,,105.91753259999678,105.43452230002731,101.03627269994467,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Insultuoso,negative,1,o,,,,,0,0,0,0,0,17,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4177575999638,109.91863440000452,109.90105510002468,110.40095379995182,101.03692119999323,None,0,,109.90105510002468,109.4177575999638,105.01954799995292,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Sociável,positive,1,q,,,,,0,0,0,0,0,18,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.40082750003785,113.90082260000054,113.88405340001918,114.3844068000326,105.02012070000637,None,0,,113.88405340001918,113.40082750003785,109.00354750000406,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,Bisbilhoteiro,negative,1,o,,,,,0,0,0,0,0,19,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3842297999654,117.88419879996218,117.86737450002693,118.3688039999688,109.00431280001067,None,0,,117.86737450002693,117.3842297999654,112.98589329991955,,,,,,,,,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
,,,stimControl/trialOrder_ver-1_block-1.xlsx,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.37387220002711,None,space,43.33561089995783,121.37387220002711,None,112.99991889996454,156.3539287999738,1,1,1,1,1,2024_Aug_02_1933,ECAT_140222,2021.2.3,59.93421623362354,
