key_disp,resp_disp,key_inp,trialOrderFile,str_name,str_valence,str_block,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst.started,str_keyInst.stopped,key_startTask.keys,key_startTask.rt,key_startTask.started,key_startTask.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,str_fixationcross.started,str_fixationcross.stopped,im_trialWords.started,im_trialWords.stopped,time_trialBegin,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,str_end.started,str_end.stopped,key_end.keys,key_end.rt,key_end.started,key_end.stopped,time_expEnd,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Culto,positive,2,q,,,,,0,1,1,1,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.57420499999716,347.0743835999965,347.05758459999925,347.55764649999765,328.2424813999969,q,1,0.6726946999988286,347.05758459999925,346.57420499999716,332.2252271999969,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Charmoso,positive,2,q,,,,,0,1,1,1,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.55766559999756,351.05766929999663,351.04086259999895,351.54105939999863,332.2259852999996,q,1,0.7462226000061492,351.04086259999895,350.55766559999756,336.2077904999969,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Negligente,negative,2,o,,,,,0,1,1,1,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.54103629999736,355.0409808999975,355.02414750000025,355.5242297999939,336.20844589999615,q,0,2.9907328999979654,355.02414750000025,354.54103629999736,340.1912169999996,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Rígido,negative,2,o,,,,,0,1,1,1,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.5240352999972,359.0240293999959,359.00753989999794,359.50759589999507,340.19178439999814,q,0,1.0513566000008723,359.00753989999794,358.5240352999972,344.1746253999954,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Intrometido,negative,2,o,,,,,0,1,1,1,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.50759809999727,363.00767199999973,362.99077789999865,363.491088099996,344.17516590000014,o,1,2.1659264999980223,362.99077789999865,362.50759809999727,348.1582364999995,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Falso ,negative,2,o,,,,,0,1,1,1,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.49072689999593,366.9910186999987,366.9738294999988,367.474015199994,348.158961000001,o,1,1.2197445999991032,366.9738294999988,366.49072689999593,352.141235199997,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Realista,positive,2,q,,,,,0,1,1,1,0,12,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.4738115999935,370.9739422999992,370.95746489999874,371.45767639999394,352.14179650000005,q,1,0.7895722999965074,370.95746489999874,370.4738115999935,356.1237906999959,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Crítico,negative,2,o,,,,,0,1,1,1,0,13,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.4574270999947,374.95740689999366,374.9405439999973,375.44071239999903,356.12441069999477,o,1,3.2881975999989663,374.9405439999973,374.4574270999947,360.1072009999989,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Irritado,negative,2,o,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.44097709999915,378.9407604999942,378.9237081999963,379.4240284999978,360.1077753999998,o,1,1.090125499998976,378.9237081999963,378.44097709999915,364.0908008999977,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Tolerante,positive,2,q,,,,,0,1,1,1,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4238460999986,382.92376559999684,382.9072591000004,383.4074455999944,364.09136439999565,q,1,0.9172428000019863,382.9072591000004,382.4238460999986,368.07476830000087,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Alegre,positive,2,q,,,,,0,1,1,1,0,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4073008999985,386.907320899998,386.8903536999933,387.3903317999939,368.0754239999951,q,1,0.7556718999985605,386.8903536999933,386.4073008999985,372.0584964000009,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Organizado,positive,2,q,,,,,0,1,1,1,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.3905206999989,390.8905472999977,390.8738869999943,391.37378469999385,372.059230699997,q,1,0.7842522999999346,390.8738869999943,390.3905206999989,376.0411127999978,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Perspicaz,positive,2,q,,,,,0,1,1,1,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.37381739999546,394.87375419999444,394.8570641999977,395.3571410000004,376.04168019999634,q,1,1.1909914999996545,394.8570641999977,394.37381739999546,380.0236480999956,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Abusivo,negative,2,o,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.3570469999977,398.85713929999474,398.84027539999806,399.3407070999965,380.0241287999961,o,1,1.222365700006776,398.84027539999806,398.3570469999977,384.00726349999604,,,,,,,,,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3398206999991,None,space,2.2771357000019634,402.3398206999991,None,384.0074653999982,386.3090983000002,,,,,,,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.6401584999985,None,space,2.467625000004773,404.6401584999985,None,,1,1,1,1,1,2024_Aug_03_1024,ECAT_140222,2021.2.3,59.95574067199732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.7914062999989,,,,,,,,,,
