key_disp,resp_disp,key_inp,trialOrderFile,str_name,str_valence,str_block,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst.started,str_keyInst.stopped,key_startTask.keys,key_startTask.rt,key_startTask.started,key_startTask.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,str_fixationcross.started,str_fixationcross.stopped,im_trialWords.started,im_trialWords.stopped,time_trialBegin,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,str_end.started,str_end.stopped,key_end.keys,key_end.rt,key_end.started,key_end.stopped,time_expEnd,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Feliz,positive,2,q,,,,,0,1,1,1,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.87148039997555,196.3719591999543,196.3553025999572,196.85539819998667,160.88710210000863,q,1,0.7805961999692954,196.3553025999572,195.87148039997555,164.8700317000039,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Intrometido,negative,2,o,,,,,0,1,1,1,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.8556329999701,200.35528999997769,200.33846409997204,200.83862939995015,164.8706502999994,o,1,0.8770218000281602,200.33846409997204,199.8556329999701,168.8532323000254,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Desagradável,negative,2,o,,,,,0,1,1,1,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8385280999937,204.33855489996495,204.32168539997656,204.82164229999762,168.85369980003452,o,1,1.0940525999758393,204.32168539997656,203.8385280999937,172.83619200001704,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Charmoso,positive,2,q,,,,,0,1,1,1,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.8216699999757,208.32162569998764,208.3050760999904,208.8053655999829,172.83661619998747,q,1,0.8493283999850973,208.3050760999904,207.8216699999757,176.81904099998064,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Organizado,positive,2,q,,,,,0,1,1,1,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.8050783999497,212.30520899995463,212.28823879995616,212.78850379999494,176.81945970002562,q,1,0.6713401000015438,212.28823879995616,211.8050783999497,180.80243769998197,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Agradável,positive,2,q,,,,,0,1,1,1,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.78835559997242,216.28841709997505,216.27167159999954,216.7717030000058,180.80305620003492,q,1,0.597423399973195,216.27167159999954,215.78835559997242,184.78719860001002,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Irritado,negative,2,o,,,,,0,1,1,1,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.77148509997642,220.27149650000501,220.2549682999961,220.7554176999838,184.78768800001126,o,1,0.6731965999933891,220.2549682999961,219.77148509997642,188.7711933000246,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Crítico,negative,2,o,,,,,0,1,1,1,0,13,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.7549630999565,224.2548901999835,224.23818799998844,224.73866799997631,188.7720227999962,q,0,0.7319963000481948,224.23818799998844,223.7549630999565,192.75300959998276,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Rígido,negative,2,o,,,,,0,1,1,1,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7383220999618,228.23806959996,228.22144399996614,228.7215589999687,192.75367679999908,o,1,0.6010448999586515,228.22144399996614,227.7383220999618,196.73611789999995,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Abusivo,negative,2,o,,,,,0,1,1,1,0,15,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.72131639998406,232.22147819999373,232.20473779999884,232.7051453999593,196.7367147000041,o,1,0.7321915000211447,232.20473779999884,231.72131639998406,200.71892770001432,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Realista,positive,2,q,,,,,0,1,1,1,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.70485919999192,236.20469250000315,236.18794969998999,236.68809309997596,200.71939909999492,q,1,0.5665835000108927,236.18794969998999,235.70485919999192,204.70221800002037,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Equilibrado,positive,2,q,,,,,0,1,1,1,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.68817360000685,240.18809599999804,240.1709820999531,240.6714490999584,204.7026627000305,q,1,0.6708817000035197,240.1709820999531,239.68817360000685,208.686044400034,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Perspicaz,positive,2,q,,,,,0,1,1,1,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.67129189998377,244.17128629999934,244.15459629998077,244.65505089994986,208.68656440003542,q,1,0.7932214000029489,244.15459629998077,243.67129189998377,212.66895610000938,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,Culto,positive,2,q,,,,,0,1,1,1,0,19,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.65463159995852,248.1540784999961,248.13752999994904,248.63800119998632,212.66951340000378,q,1,0.6059066000161693,248.13752999994904,247.65463159995852,216.65242900000885,,,,,,,,,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.63776699994924,None,space,2.823404200025834,251.63776699994924,None,216.65266140003223,219.50498760002665,,,,,,,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.48765649995767,None,space,1.8493988999980502,254.48765649995767,None,,1,1,1,1,11,2024_Aug_06_0915,ECAT_140222,2021.2.3,59.968144937153895,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.3703396000201,,,,,,,,,,
