time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
7.3999399319291115e-06,7.577512199990451,None,,,,,,,,,,
